Id,Activity_Date,Activity_hour,StepTotal
1503960366,15/04/2016,12:00:00 p. m.,270
1503960366,15/04/2016,01:00:00 p. m.,373
1503960366,15/04/2016,02:00:00 p. m.,0
1503960366,15/04/2016,03:00:00 p. m.,0
1503960366,15/04/2016,04:00:00 p. m.,0
1503960366,15/04/2016,05:00:00 p. m.,1774
1503960366,15/04/2016,06:00:00 p. m.,509
1503960366,15/04/2016,07:00:00 p. m.,519
1503960366,15/04/2016,08:00:00 p. m.,77
1503960366,15/04/2016,09:00:00 p. m.,280
1503960366,15/04/2016,10:00:00 p. m.,2145
1503960366,15/04/2016,11:00:00 p. m.,2768
1503960366,16/04/2016,12:00:00 a. m.,459
1503960366,16/04/2016,01:00:00 a. m.,0
1503960366,16/04/2016,02:00:00 a. m.,63
1503960366,16/04/2016,03:00:00 a. m.,6
1503960366,16/04/2016,04:00:00 a. m.,6
1503960366,16/04/2016,05:00:00 a. m.,12
1503960366,16/04/2016,06:00:00 a. m.,0
1503960366,16/04/2016,07:00:00 a. m.,101
1503960366,16/04/2016,08:00:00 a. m.,175
1503960366,16/04/2016,09:00:00 a. m.,1181
1503960366,16/04/2016,10:00:00 a. m.,1295
1503960366,16/04/2016,11:00:00 a. m.,2043
1503960366,16/04/2016,12:00:00 p. m.,1513
1503960366,16/04/2016,01:00:00 p. m.,3616
1503960366,16/04/2016,02:00:00 p. m.,580
1503960366,16/04/2016,03:00:00 p. m.,0
1503960366,16/04/2016,04:00:00 p. m.,15
1503960366,16/04/2016,05:00:00 p. m.,380
1503960366,16/04/2016,06:00:00 p. m.,96
1503960366,16/04/2016,07:00:00 p. m.,146
1503960366,16/04/2016,08:00:00 p. m.,385
1503960366,16/04/2016,09:00:00 p. m.,463
1503960366,16/04/2016,10:00:00 p. m.,42
1503960366,16/04/2016,11:00:00 p. m.,92
1503960366,17/04/2016,12:00:00 a. m.,0
1503960366,17/04/2016,01:00:00 a. m.,0
1503960366,17/04/2016,02:00:00 a. m.,0
1503960366,17/04/2016,03:00:00 a. m.,8
1503960366,17/04/2016,04:00:00 a. m.,0
1503960366,17/04/2016,05:00:00 a. m.,0
1503960366,17/04/2016,06:00:00 a. m.,0
1503960366,17/04/2016,07:00:00 a. m.,0
1503960366,17/04/2016,08:00:00 a. m.,0
1503960366,17/04/2016,09:00:00 a. m.,0
1503960366,17/04/2016,10:00:00 a. m.,0
1503960366,17/04/2016,11:00:00 a. m.,84
1503960366,17/04/2016,12:00:00 p. m.,260
1503960366,17/04/2016,01:00:00 p. m.,402
1503960366,17/04/2016,02:00:00 p. m.,252
1503960366,17/04/2016,03:00:00 p. m.,191
1503960366,17/04/2016,04:00:00 p. m.,13
1503960366,17/04/2016,05:00:00 p. m.,2613
1503960366,17/04/2016,06:00:00 p. m.,1616
1503960366,17/04/2016,07:00:00 p. m.,754
1503960366,17/04/2016,08:00:00 p. m.,2955
1503960366,17/04/2016,09:00:00 p. m.,487
1503960366,17/04/2016,10:00:00 p. m.,70
1503960366,17/04/2016,11:00:00 p. m.,0
1503960366,18/04/2016,12:00:00 a. m.,416
1503960366,18/04/2016,01:00:00 a. m.,0
1503960366,18/04/2016,02:00:00 a. m.,0
1503960366,18/04/2016,03:00:00 a. m.,0
1503960366,18/04/2016,04:00:00 a. m.,0
1503960366,18/04/2016,05:00:00 a. m.,0
1503960366,18/04/2016,06:00:00 a. m.,0
1503960366,18/04/2016,07:00:00 a. m.,0
1503960366,18/04/2016,08:00:00 a. m.,0
1503960366,18/04/2016,09:00:00 a. m.,1688
1503960366,18/04/2016,10:00:00 a. m.,380
1503960366,18/04/2016,11:00:00 a. m.,328
1503960366,18/04/2016,12:00:00 p. m.,1306
1503960366,18/04/2016,01:00:00 p. m.,268
1503960366,18/04/2016,02:00:00 p. m.,137
1503960366,18/04/2016,03:00:00 p. m.,495
1503960366,18/04/2016,04:00:00 p. m.,277
1503960366,18/04/2016,05:00:00 p. m.,304
1503960366,18/04/2016,06:00:00 p. m.,4074
1503960366,18/04/2016,07:00:00 p. m.,2101
1503960366,18/04/2016,08:00:00 p. m.,28
1503960366,18/04/2016,09:00:00 p. m.,187
1503960366,18/04/2016,10:00:00 p. m.,542
1503960366,18/04/2016,11:00:00 p. m.,488
1503960366,19/04/2016,12:00:00 a. m.,0
1503960366,19/04/2016,01:00:00 a. m.,22
1503960366,19/04/2016,02:00:00 a. m.,0
1503960366,19/04/2016,03:00:00 a. m.,9
1503960366,19/04/2016,04:00:00 a. m.,0
1503960366,19/04/2016,05:00:00 a. m.,0
1503960366,19/04/2016,06:00:00 a. m.,7
1503960366,19/04/2016,07:00:00 a. m.,316
1503960366,19/04/2016,08:00:00 a. m.,1656
1503960366,19/04/2016,09:00:00 a. m.,367
1503960366,19/04/2016,10:00:00 a. m.,203
1503960366,19/04/2016,11:00:00 a. m.,194
1503960366,19/04/2016,12:00:00 p. m.,1887
1503960366,19/04/2016,01:00:00 p. m.,2697
1503960366,19/04/2016,02:00:00 p. m.,409
1503960366,19/04/2016,03:00:00 p. m.,299
1503960366,19/04/2016,04:00:00 p. m.,297
1503960366,19/04/2016,05:00:00 p. m.,732
1503960366,19/04/2016,06:00:00 p. m.,1280
1503960366,19/04/2016,07:00:00 p. m.,397
1503960366,19/04/2016,08:00:00 p. m.,2487
1503960366,19/04/2016,09:00:00 p. m.,826
1503960366,19/04/2016,10:00:00 p. m.,52
1503960366,19/04/2016,11:00:00 p. m.,1369
1503960366,20/04/2016,12:00:00 a. m.,16
1503960366,20/04/2016,01:00:00 a. m.,36
1503960366,20/04/2016,02:00:00 a. m.,0
1503960366,20/04/2016,03:00:00 a. m.,0
1503960366,20/04/2016,04:00:00 a. m.,0
1503960366,20/04/2016,05:00:00 a. m.,0
1503960366,20/04/2016,06:00:00 a. m.,0
1503960366,20/04/2016,07:00:00 a. m.,29
1503960366,20/04/2016,08:00:00 a. m.,264
1503960366,20/04/2016,09:00:00 a. m.,1993
1503960366,20/04/2016,10:00:00 a. m.,459
1503960366,20/04/2016,11:00:00 a. m.,65
1503960366,20/04/2016,12:00:00 p. m.,185
1503960366,20/04/2016,01:00:00 p. m.,64
1503960366,20/04/2016,02:00:00 p. m.,1270
1503960366,20/04/2016,03:00:00 p. m.,797
1503960366,20/04/2016,04:00:00 p. m.,261
1503960366,20/04/2016,05:00:00 p. m.,13
1503960366,20/04/2016,06:00:00 p. m.,1308
1503960366,20/04/2016,07:00:00 p. m.,1558
1503960366,20/04/2016,08:00:00 p. m.,499
1503960366,20/04/2016,09:00:00 p. m.,395
1503960366,20/04/2016,10:00:00 p. m.,77
1503960366,20/04/2016,11:00:00 p. m.,1255
1503960366,21/04/2016,12:00:00 a. m.,17
1503960366,21/04/2016,01:00:00 a. m.,129
1503960366,21/04/2016,02:00:00 a. m.,81
1503960366,21/04/2016,03:00:00 a. m.,0
1503960366,21/04/2016,04:00:00 a. m.,0
1503960366,21/04/2016,05:00:00 a. m.,0
1503960366,21/04/2016,06:00:00 a. m.,0
1503960366,21/04/2016,07:00:00 a. m.,38
1503960366,21/04/2016,08:00:00 a. m.,245
1503960366,21/04/2016,09:00:00 a. m.,1672
1503960366,21/04/2016,10:00:00 a. m.,255
1503960366,21/04/2016,11:00:00 a. m.,0
1503960366,21/04/2016,12:00:00 p. m.,384
1503960366,21/04/2016,01:00:00 p. m.,1140
1503960366,21/04/2016,02:00:00 p. m.,12
1503960366,21/04/2016,03:00:00 p. m.,213
1503960366,21/04/2016,04:00:00 p. m.,26
1503960366,21/04/2016,05:00:00 p. m.,96
1503960366,21/04/2016,06:00:00 p. m.,213
1503960366,21/04/2016,07:00:00 p. m.,100
1503960366,21/04/2016,08:00:00 p. m.,3541
1503960366,21/04/2016,09:00:00 p. m.,970
1503960366,21/04/2016,10:00:00 p. m.,89
1503960366,21/04/2016,11:00:00 p. m.,598
1503960366,22/04/2016,12:00:00 a. m.,0
1503960366,22/04/2016,01:00:00 a. m.,0
1503960366,22/04/2016,02:00:00 a. m.,0
1503960366,22/04/2016,03:00:00 a. m.,0
1503960366,22/04/2016,04:00:00 a. m.,0
1503960366,22/04/2016,05:00:00 a. m.,0
1503960366,22/04/2016,06:00:00 a. m.,0
1503960366,22/04/2016,07:00:00 a. m.,0
1503960366,22/04/2016,08:00:00 a. m.,0
1503960366,22/04/2016,09:00:00 a. m.,192
1503960366,22/04/2016,10:00:00 a. m.,29
1503960366,22/04/2016,11:00:00 a. m.,958
1503960366,22/04/2016,12:00:00 p. m.,38
1503960366,22/04/2016,01:00:00 p. m.,118
1503960366,22/04/2016,02:00:00 p. m.,0
1503960366,22/04/2016,03:00:00 p. m.,180
1503960366,22/04/2016,04:00:00 p. m.,22
1503960366,22/04/2016,05:00:00 p. m.,1041
1503960366,22/04/2016,06:00:00 p. m.,514
1503960366,22/04/2016,07:00:00 p. m.,629
1503960366,22/04/2016,08:00:00 p. m.,329
1503960366,22/04/2016,09:00:00 p. m.,5934
1503960366,22/04/2016,10:00:00 p. m.,855
1503960366,22/04/2016,11:00:00 p. m.,1925
1503960366,23/04/2016,12:00:00 a. m.,182
1503960366,23/04/2016,01:00:00 a. m.,0
1503960366,23/04/2016,02:00:00 a. m.,11
1503960366,23/04/2016,03:00:00 a. m.,0
1503960366,23/04/2016,04:00:00 a. m.,0
1503960366,23/04/2016,05:00:00 a. m.,0
1503960366,23/04/2016,06:00:00 a. m.,12
1503960366,23/04/2016,07:00:00 a. m.,0
1503960366,23/04/2016,08:00:00 a. m.,127
1503960366,23/04/2016,09:00:00 a. m.,285
1503960366,23/04/2016,10:00:00 a. m.,49
1503960366,23/04/2016,11:00:00 a. m.,703
1503960366,23/04/2016,12:00:00 p. m.,1597
1503960366,23/04/2016,01:00:00 p. m.,1453
1503960366,23/04/2016,02:00:00 p. m.,202
1503960366,23/04/2016,03:00:00 p. m.,158
1503960366,23/04/2016,04:00:00 p. m.,2008
1503960366,23/04/2016,05:00:00 p. m.,1472
1503960366,23/04/2016,06:00:00 p. m.,2569
1503960366,23/04/2016,07:00:00 p. m.,29
1503960366,23/04/2016,08:00:00 p. m.,142
1503960366,23/04/2016,09:00:00 p. m.,2432
1503960366,23/04/2016,10:00:00 p. m.,709
1503960366,23/04/2016,11:00:00 p. m.,231
1503960366,24/04/2016,12:00:00 a. m.,141
1503960366,24/04/2016,01:00:00 a. m.,42
1503960366,24/04/2016,02:00:00 a. m.,0
1503960366,24/04/2016,03:00:00 a. m.,0
1503960366,24/04/2016,04:00:00 a. m.,8
1503960366,24/04/2016,05:00:00 a. m.,0
1503960366,24/04/2016,06:00:00 a. m.,7
1503960366,24/04/2016,07:00:00 a. m.,0
1503960366,24/04/2016,08:00:00 a. m.,8
1503960366,24/04/2016,09:00:00 a. m.,76
1503960366,24/04/2016,10:00:00 a. m.,492
1503960366,24/04/2016,11:00:00 a. m.,149
1503960366,24/04/2016,12:00:00 p. m.,548
1503960366,24/04/2016,01:00:00 p. m.,394
1503960366,24/04/2016,02:00:00 p. m.,26
1503960366,24/04/2016,03:00:00 p. m.,27
1503960366,24/04/2016,04:00:00 p. m.,885
1503960366,24/04/2016,05:00:00 p. m.,411
1503960366,24/04/2016,06:00:00 p. m.,911
1503960366,24/04/2016,07:00:00 p. m.,4871
1503960366,24/04/2016,08:00:00 p. m.,342
1503960366,24/04/2016,09:00:00 p. m.,244
1503960366,24/04/2016,10:00:00 p. m.,66
1503960366,24/04/2016,11:00:00 p. m.,391
1503960366,25/04/2016,12:00:00 a. m.,95
1503960366,25/04/2016,01:00:00 a. m.,22
1503960366,25/04/2016,02:00:00 a. m.,97
1503960366,25/04/2016,03:00:00 a. m.,0
1503960366,25/04/2016,04:00:00 a. m.,25
1503960366,25/04/2016,05:00:00 a. m.,4
1503960366,25/04/2016,06:00:00 a. m.,0
1503960366,25/04/2016,07:00:00 a. m.,44
1503960366,25/04/2016,08:00:00 a. m.,426
1503960366,25/04/2016,09:00:00 a. m.,2041
1503960366,25/04/2016,10:00:00 a. m.,258
1503960366,25/04/2016,11:00:00 a. m.,1468
1503960366,25/04/2016,12:00:00 p. m.,707
1503960366,25/04/2016,01:00:00 p. m.,299
1503960366,25/04/2016,02:00:00 p. m.,94
1503960366,25/04/2016,03:00:00 p. m.,359
1503960366,25/04/2016,04:00:00 p. m.,263
1503960366,25/04/2016,05:00:00 p. m.,188
1503960366,25/04/2016,06:00:00 p. m.,116
1503960366,25/04/2016,07:00:00 p. m.,2815
1503960366,25/04/2016,08:00:00 p. m.,895
1503960366,25/04/2016,09:00:00 p. m.,4895
1503960366,25/04/2016,10:00:00 p. m.,188
1503960366,25/04/2016,11:00:00 p. m.,56
1503960366,26/04/2016,12:00:00 a. m.,101
1503960366,26/04/2016,01:00:00 a. m.,178
1503960366,26/04/2016,02:00:00 a. m.,0
1503960366,26/04/2016,03:00:00 a. m.,145
1503960366,26/04/2016,04:00:00 a. m.,0
1503960366,26/04/2016,05:00:00 a. m.,7
1503960366,26/04/2016,06:00:00 a. m.,0
1503960366,26/04/2016,07:00:00 a. m.,28
1503960366,26/04/2016,08:00:00 a. m.,173
1503960366,26/04/2016,09:00:00 a. m.,1826
1503960366,26/04/2016,10:00:00 a. m.,666
1503960366,26/04/2016,11:00:00 a. m.,266
1503960366,26/04/2016,12:00:00 p. m.,415
1503960366,26/04/2016,01:00:00 p. m.,1571
1503960366,26/04/2016,02:00:00 p. m.,1998
1503960366,26/04/2016,03:00:00 p. m.,323
1503960366,26/04/2016,04:00:00 p. m.,697
1503960366,26/04/2016,05:00:00 p. m.,143
1503960366,26/04/2016,06:00:00 p. m.,2513
1503960366,26/04/2016,07:00:00 p. m.,148
1503960366,26/04/2016,08:00:00 p. m.,1649
1503960366,26/04/2016,09:00:00 p. m.,450
1503960366,26/04/2016,10:00:00 p. m.,148
1503960366,26/04/2016,11:00:00 p. m.,310
1503960366,27/04/2016,12:00:00 a. m.,277
1503960366,27/04/2016,01:00:00 a. m.,60
1503960366,27/04/2016,02:00:00 a. m.,17
1503960366,27/04/2016,03:00:00 a. m.,0
1503960366,27/04/2016,04:00:00 a. m.,0
1503960366,27/04/2016,05:00:00 a. m.,0
1503960366,27/04/2016,06:00:00 a. m.,0
1503960366,27/04/2016,07:00:00 a. m.,0
1503960366,27/04/2016,08:00:00 a. m.,0
1503960366,27/04/2016,09:00:00 a. m.,1916
1503960366,27/04/2016,10:00:00 a. m.,502
1503960366,27/04/2016,11:00:00 a. m.,797
1503960366,27/04/2016,12:00:00 p. m.,701
1503960366,27/04/2016,01:00:00 p. m.,319
1503960366,27/04/2016,02:00:00 p. m.,1932
1503960366,27/04/2016,03:00:00 p. m.,59
1503960366,27/04/2016,04:00:00 p. m.,98
1503960366,27/04/2016,05:00:00 p. m.,261
1503960366,27/04/2016,06:00:00 p. m.,2714
1503960366,27/04/2016,07:00:00 p. m.,5786
1503960366,27/04/2016,08:00:00 p. m.,2420
1503960366,27/04/2016,09:00:00 p. m.,266
1503960366,27/04/2016,10:00:00 p. m.,0
1503960366,27/04/2016,11:00:00 p. m.,0
1503960366,28/04/2016,12:00:00 a. m.,0
1503960366,28/04/2016,01:00:00 a. m.,127
1503960366,28/04/2016,02:00:00 a. m.,0
1503960366,28/04/2016,03:00:00 a. m.,0
1503960366,28/04/2016,04:00:00 a. m.,0
1503960366,28/04/2016,05:00:00 a. m.,0
1503960366,28/04/2016,06:00:00 a. m.,0
1503960366,28/04/2016,07:00:00 a. m.,14
1503960366,28/04/2016,08:00:00 a. m.,128
1503960366,28/04/2016,09:00:00 a. m.,1192
1503960366,28/04/2016,10:00:00 a. m.,987
1503960366,28/04/2016,11:00:00 a. m.,288
1503960366,28/04/2016,12:00:00 p. m.,317
1503960366,28/04/2016,01:00:00 p. m.,1144
1503960366,28/04/2016,02:00:00 p. m.,1512
1503960366,28/04/2016,03:00:00 p. m.,115
1503960366,28/04/2016,04:00:00 p. m.,554
1503960366,28/04/2016,05:00:00 p. m.,235
1503960366,28/04/2016,06:00:00 p. m.,1829
1503960366,28/04/2016,07:00:00 p. m.,13
1503960366,28/04/2016,08:00:00 p. m.,2122
1503960366,28/04/2016,09:00:00 p. m.,986
1503960366,28/04/2016,10:00:00 p. m.,16
1503960366,28/04/2016,11:00:00 p. m.,1512
1503960366,29/04/2016,12:00:00 a. m.,202
1503960366,29/04/2016,01:00:00 a. m.,0
1503960366,29/04/2016,02:00:00 a. m.,71
1503960366,29/04/2016,03:00:00 a. m.,0
1503960366,29/04/2016,04:00:00 a. m.,0
1503960366,29/04/2016,05:00:00 a. m.,0
1503960366,29/04/2016,06:00:00 a. m.,0
1503960366,29/04/2016,07:00:00 a. m.,27
1503960366,29/04/2016,08:00:00 a. m.,201
1503960366,29/04/2016,09:00:00 a. m.,1820
1503960366,29/04/2016,10:00:00 a. m.,44
1503960366,29/04/2016,11:00:00 a. m.,104
1503960366,29/04/2016,12:00:00 p. m.,214
1503960366,29/04/2016,01:00:00 p. m.,41
1503960366,29/04/2016,02:00:00 p. m.,1711
1503960366,29/04/2016,03:00:00 p. m.,1076
1503960366,29/04/2016,04:00:00 p. m.,285
1503960366,29/04/2016,05:00:00 p. m.,380
1503960366,29/04/2016,06:00:00 p. m.,118
1503960366,29/04/2016,07:00:00 p. m.,267
1503960366,29/04/2016,08:00:00 p. m.,386
1503960366,29/04/2016,09:00:00 p. m.,1366
1503960366,29/04/2016,10:00:00 p. m.,1111
1503960366,29/04/2016,11:00:00 p. m.,1757
1503960366,30/04/2016,12:00:00 a. m.,19
1503960366,30/04/2016,01:00:00 a. m.,65
1503960366,30/04/2016,02:00:00 a. m.,0
1503960366,30/04/2016,03:00:00 a. m.,6
1503960366,30/04/2016,04:00:00 a. m.,0
1503960366,30/04/2016,05:00:00 a. m.,0
1503960366,30/04/2016,06:00:00 a. m.,0
1503960366,30/04/2016,07:00:00 a. m.,0
1503960366,30/04/2016,08:00:00 a. m.,60
1503960366,30/04/2016,09:00:00 a. m.,148
1503960366,30/04/2016,10:00:00 a. m.,239
1503960366,30/04/2016,11:00:00 a. m.,127
1503960366,30/04/2016,12:00:00 p. m.,92
1503960366,30/04/2016,01:00:00 p. m.,141
1503960366,30/04/2016,02:00:00 p. m.,520
1503960366,30/04/2016,03:00:00 p. m.,993
1503960366,30/04/2016,04:00:00 p. m.,3388
1503960366,30/04/2016,05:00:00 p. m.,2176
1503960366,30/04/2016,06:00:00 p. m.,2319
1503960366,30/04/2016,07:00:00 p. m.,92
1503960366,30/04/2016,08:00:00 p. m.,117
1503960366,30/04/2016,09:00:00 p. m.,840
1503960366,30/04/2016,10:00:00 p. m.,2139
1503960366,30/04/2016,11:00:00 p. m.,1192
1503960366,01/05/2016,12:00:00 a. m.,247
1503960366,01/05/2016,01:00:00 a. m.,59
1503960366,01/05/2016,02:00:00 a. m.,36
1503960366,01/05/2016,03:00:00 a. m.,4
1503960366,01/05/2016,04:00:00 a. m.,0
1503960366,01/05/2016,05:00:00 a. m.,0
1503960366,01/05/2016,06:00:00 a. m.,0
1503960366,01/05/2016,07:00:00 a. m.,41
1503960366,01/05/2016,08:00:00 a. m.,94
1503960366,01/05/2016,09:00:00 a. m.,198
1503960366,01/05/2016,10:00:00 a. m.,146
1503960366,01/05/2016,11:00:00 a. m.,103
1503960366,01/05/2016,12:00:00 p. m.,130
1503960366,01/05/2016,01:00:00 p. m.,85
1503960366,01/05/2016,02:00:00 p. m.,540
1503960366,01/05/2016,03:00:00 p. m.,294
1503960366,01/05/2016,04:00:00 p. m.,823
1503960366,01/05/2016,05:00:00 p. m.,1053
1503960366,01/05/2016,06:00:00 p. m.,2007
1503960366,01/05/2016,07:00:00 p. m.,177
1503960366,01/05/2016,08:00:00 p. m.,93
1503960366,01/05/2016,09:00:00 p. m.,363
1503960366,01/05/2016,10:00:00 p. m.,1552
1503960366,01/05/2016,11:00:00 p. m.,2557
1503960366,02/05/2016,12:00:00 a. m.,0
1503960366,02/05/2016,01:00:00 a. m.,119
1503960366,02/05/2016,02:00:00 a. m.,0
1503960366,02/05/2016,03:00:00 a. m.,21
1503960366,02/05/2016,04:00:00 a. m.,0
1503960366,02/05/2016,05:00:00 a. m.,0
1503960366,02/05/2016,06:00:00 a. m.,0
1503960366,02/05/2016,07:00:00 a. m.,28
1503960366,02/05/2016,08:00:00 a. m.,245
1503960366,02/05/2016,09:00:00 a. m.,1690
1503960366,02/05/2016,10:00:00 a. m.,369
1503960366,02/05/2016,11:00:00 a. m.,384
1503960366,02/05/2016,12:00:00 p. m.,2116
1503960366,02/05/2016,01:00:00 p. m.,1064
1503960366,02/05/2016,02:00:00 p. m.,355
1503960366,02/05/2016,03:00:00 p. m.,418
1503960366,02/05/2016,04:00:00 p. m.,420
1503960366,02/05/2016,05:00:00 p. m.,340
1503960366,02/05/2016,06:00:00 p. m.,227
1503960366,02/05/2016,07:00:00 p. m.,235
1503960366,02/05/2016,08:00:00 p. m.,3903
1503960366,02/05/2016,09:00:00 p. m.,1427
1503960366,02/05/2016,10:00:00 p. m.,945
1503960366,02/05/2016,11:00:00 p. m.,404
1503960366,03/05/2016,12:00:00 a. m.,55
1503960366,03/05/2016,01:00:00 a. m.,79
1503960366,03/05/2016,02:00:00 a. m.,20
1503960366,03/05/2016,03:00:00 a. m.,110
1503960366,03/05/2016,04:00:00 a. m.,0
1503960366,03/05/2016,05:00:00 a. m.,0
1503960366,03/05/2016,06:00:00 a. m.,16
1503960366,03/05/2016,07:00:00 a. m.,23
1503960366,03/05/2016,08:00:00 a. m.,158
1503960366,03/05/2016,09:00:00 a. m.,1391
1503960366,03/05/2016,10:00:00 a. m.,955
1503960366,03/05/2016,11:00:00 a. m.,297
1503960366,03/05/2016,12:00:00 p. m.,396
1503960366,03/05/2016,01:00:00 p. m.,309
1503960366,03/05/2016,02:00:00 p. m.,384
1503960366,03/05/2016,03:00:00 p. m.,1719
1503960366,03/05/2016,04:00:00 p. m.,870
1503960366,03/05/2016,05:00:00 p. m.,690
1503960366,03/05/2016,06:00:00 p. m.,3119
1503960366,03/05/2016,07:00:00 p. m.,140
1503960366,03/05/2016,08:00:00 p. m.,6
1503960366,03/05/2016,09:00:00 p. m.,1333
1503960366,03/05/2016,10:00:00 p. m.,2549
1503960366,03/05/2016,11:00:00 p. m.,484
1503960366,04/05/2016,12:00:00 a. m.,400
1503960366,04/05/2016,01:00:00 a. m.,18
1503960366,04/05/2016,02:00:00 a. m.,0
1503960366,04/05/2016,03:00:00 a. m.,0
1503960366,04/05/2016,04:00:00 a. m.,0
1503960366,04/05/2016,05:00:00 a. m.,0
1503960366,04/05/2016,06:00:00 a. m.,0
1503960366,04/05/2016,07:00:00 a. m.,0
1503960366,04/05/2016,08:00:00 a. m.,68
1503960366,04/05/2016,09:00:00 a. m.,1470
1503960366,04/05/2016,10:00:00 a. m.,598
1503960366,04/05/2016,11:00:00 a. m.,194
1503960366,04/05/2016,12:00:00 p. m.,366
1503960366,04/05/2016,01:00:00 p. m.,318
1503960366,04/05/2016,02:00:00 p. m.,2284
1503960366,04/05/2016,03:00:00 p. m.,138
1503960366,04/05/2016,04:00:00 p. m.,144
1503960366,04/05/2016,05:00:00 p. m.,341
1503960366,04/05/2016,06:00:00 p. m.,2041
1503960366,04/05/2016,07:00:00 p. m.,205
1503960366,04/05/2016,08:00:00 p. m.,1316
1503960366,04/05/2016,09:00:00 p. m.,1106
1503960366,04/05/2016,10:00:00 p. m.,93
1503960366,04/05/2016,11:00:00 p. m.,0
1503960366,05/05/2016,12:00:00 a. m.,70
1503960366,05/05/2016,01:00:00 a. m.,113
