Id,ActivityDate,ActivityHour,Calories
1503960366,25/04/2016,03:00:00,47
1503960366,25/04/2016,04:00:00,50
1503960366,25/04/2016,05:00:00,49
1503960366,25/04/2016,06:00:00,47
1503960366,25/04/2016,07:00:00,52
1503960366,25/04/2016,08:00:00,83
1503960366,25/04/2016,09:00:00,146
1503960366,25/04/2016,10:00:00,73
1503960366,25/04/2016,11:00:00,121
1503960366,25/04/2016,12:00:00,92
1503960366,25/04/2016,01:00:00,75
1503960366,25/04/2016,02:00:00,62
1503960366,25/04/2016,03:00:00,76
1503960366,25/04/2016,04:00:00,71
1503960366,25/04/2016,05:00:00,67
1503960366,25/04/2016,06:00:00,61
1503960366,25/04/2016,07:00:00,182
1503960366,25/04/2016,08:00:00,95
1503960366,25/04/2016,09:00:00,267
1503960366,25/04/2016,10:00:00,68
1503960366,25/04/2016,11:00:00,54
1503960366,26/04/2016,12:00:00,56
1503960366,26/04/2016,01:00:00,66
1503960366,26/04/2016,02:00:00,51
1503960366,26/04/2016,03:00:00,64
1503960366,26/04/2016,04:00:00,48
1503960366,26/04/2016,05:00:00,49
1503960366,26/04/2016,06:00:00,48
1503960366,26/04/2016,07:00:00,52
1503960366,26/04/2016,08:00:00,67
1503960366,26/04/2016,09:00:00,139
1503960366,26/04/2016,10:00:00,92
1503960366,26/04/2016,11:00:00,78
1503960366,26/04/2016,12:00:00,74
1503960366,26/04/2016,01:00:00,126
1503960366,26/04/2016,02:00:00,142
1503960366,26/04/2016,03:00:00,74
1503960366,26/04/2016,04:00:00,93
1503960366,26/04/2016,05:00:00,60
1503960366,26/04/2016,06:00:00,169
1503960366,26/04/2016,07:00:00,73
1503960366,26/04/2016,08:00:00,127
1503960366,26/04/2016,09:00:00,79
1503960366,26/04/2016,10:00:00,66
1503960366,26/04/2016,11:00:00,80
1503960366,27/04/2016,12:00:00,68
1503960366,27/04/2016,01:00:00,59
1503960366,27/04/2016,02:00:00,53
1503960366,27/04/2016,03:00:00,47
1503960366,27/04/2016,04:00:00,47
1503960366,27/04/2016,05:00:00,47
1503960366,27/04/2016,06:00:00,47
1503960366,27/04/2016,07:00:00,47
1503960366,27/04/2016,08:00:00,47
1503960366,27/04/2016,09:00:00,149
1503960366,27/04/2016,10:00:00,93
1503960366,27/04/2016,11:00:00,100
1503960366,27/04/2016,12:00:00,89
1503960366,27/04/2016,01:00:00,76
1503960366,27/04/2016,02:00:00,150
1503960366,27/04/2016,03:00:00,63
1503960366,27/04/2016,04:00:00,64
1503960366,27/04/2016,05:00:00,73
1503960366,27/04/2016,06:00:00,178
1503960366,27/04/2016,07:00:00,318
1503960366,27/04/2016,08:00:00,174
1503960366,27/04/2016,09:00:00,76
1503960366,27/04/2016,10:00:00,47
1503960366,27/04/2016,11:00:00,47
1503960366,28/04/2016,12:00:00,47
1503960366,28/04/2016,01:00:00,62
1503960366,28/04/2016,02:00:00,48
1503960366,28/04/2016,03:00:00,47
1503960366,28/04/2016,04:00:00,48
1503960366,28/04/2016,05:00:00,47
1503960366,28/04/2016,06:00:00,48
1503960366,28/04/2016,07:00:00,49
1503960366,28/04/2016,08:00:00,63
1503960366,28/04/2016,09:00:00,116
1503960366,28/04/2016,10:00:00,105
1503960366,28/04/2016,11:00:00,73
1503960366,28/04/2016,12:00:00,78
1503960366,28/04/2016,01:00:00,108
1503960366,28/04/2016,02:00:00,124
1503960366,28/04/2016,03:00:00,61
1503960366,28/04/2016,04:00:00,81
1503960366,28/04/2016,05:00:00,72
1503960366,28/04/2016,06:00:00,138
1503960366,28/04/2016,07:00:00,56
1503960366,28/04/2016,08:00:00,151
1503960366,28/04/2016,09:00:00,103
1503960366,28/04/2016,10:00:00,55
1503960366,28/04/2016,11:00:00,121
1503960366,29/04/2016,12:00:00,65
1503960366,29/04/2016,01:00:00,49
1503960366,29/04/2016,02:00:00,54
1503960366,29/04/2016,03:00:00,47
1503960366,29/04/2016,04:00:00,47
1503960366,29/04/2016,05:00:00,48
1503960366,29/04/2016,06:00:00,47
1503960366,29/04/2016,07:00:00,52
1503960366,29/04/2016,08:00:00,67
1503960366,29/04/2016,09:00:00,142
1503960366,29/04/2016,10:00:00,60
1503960366,29/04/2016,11:00:00,60
1503960366,29/04/2016,12:00:00,65
1503960366,29/04/2016,01:00:00,62
1503960366,29/04/2016,02:00:00,136
1503960366,29/04/2016,03:00:00,110
1503960366,29/04/2016,04:00:00,73
1503960366,29/04/2016,05:00:00,75
1503960366,29/04/2016,06:00:00,60
1503960366,29/04/2016,07:00:00,71
1503960366,29/04/2016,08:00:00,80
1503960366,29/04/2016,09:00:00,118
1503960366,29/04/2016,10:00:00,111
1503960366,29/04/2016,11:00:00,140
1503960366,30/04/2016,12:00:00,51
1503960366,30/04/2016,01:00:00,57
1503960366,30/04/2016,02:00:00,47
1503960366,30/04/2016,03:00:00,49
1503960366,30/04/2016,04:00:00,47
1503960366,30/04/2016,05:00:00,48
1503960366,30/04/2016,06:00:00,48
1503960366,30/04/2016,07:00:00,48
1503960366,30/04/2016,08:00:00,52
1503960366,30/04/2016,09:00:00,64
1503960366,30/04/2016,10:00:00,72
1503960366,30/04/2016,11:00:00,62
1503960366,30/04/2016,12:00:00,58
1503960366,30/04/2016,01:00:00,65
1503960366,30/04/2016,02:00:00,85
1503960366,30/04/2016,03:00:00,94
1503960366,30/04/2016,04:00:00,203
1503960366,30/04/2016,05:00:00,160
1503960366,30/04/2016,06:00:00,159
1503960366,30/04/2016,07:00:00,60
1503960366,30/04/2016,08:00:00,62
1503960366,30/04/2016,09:00:00,96
1503960366,30/04/2016,10:00:00,144
1503960366,30/04/2016,11:00:00,116
1503960366,01/05/2016,12:00:00,64
1503960366,01/05/2016,01:00:00,60
1503960366,01/05/2016,02:00:00,50
1503960366,01/05/2016,03:00:00,48
1503960366,01/05/2016,04:00:00,47
1503960366,01/05/2016,05:00:00,48
1503960366,01/05/2016,06:00:00,47
1503960366,01/05/2016,07:00:00,52
1503960366,01/05/2016,08:00:00,56
1503960366,01/05/2016,09:00:00,67
1503960366,01/05/2016,10:00:00,61
1503960366,01/05/2016,11:00:00,65
1503960366,01/05/2016,12:00:00,66
1503960366,01/05/2016,01:00:00,57
1503960366,01/05/2016,02:00:00,91
1503960366,01/05/2016,03:00:00,81
1503960366,01/05/2016,04:00:00,97
1503960366,01/05/2016,05:00:00,108
1503960366,01/05/2016,06:00:00,159
1503960366,01/05/2016,07:00:00,71
1503960366,01/05/2016,08:00:00,59
1503960366,01/05/2016,09:00:00,86
1503960366,01/05/2016,10:00:00,127
1503960366,01/05/2016,11:00:00,161
1503960366,02/05/2016,12:00:00,50
1503960366,02/05/2016,01:00:00,59
1503960366,02/05/2016,02:00:00,47
1503960366,02/05/2016,03:00:00,49
1503960366,02/05/2016,04:00:00,47
1503960366,02/05/2016,05:00:00,47
1503960366,02/05/2016,06:00:00,47
1503960366,02/05/2016,07:00:00,51
1503960366,02/05/2016,08:00:00,68
1503960366,02/05/2016,09:00:00,142
1503960366,02/05/2016,10:00:00,82
1503960366,02/05/2016,11:00:00,78
1503960366,02/05/2016,12:00:00,153
1503960366,02/05/2016,01:00:00,107
1503960366,02/05/2016,02:00:00,75
1503960366,02/05/2016,03:00:00,76
1503960366,02/05/2016,04:00:00,88
1503960366,02/05/2016,05:00:00,73
1503960366,02/05/2016,06:00:00,68
1503960366,02/05/2016,07:00:00,73
1503960366,02/05/2016,08:00:00,231
1503960366,02/05/2016,09:00:00,119
1503960366,02/05/2016,10:00:00,106
1503960366,02/05/2016,11:00:00,80
1503960366,03/05/2016,12:00:00,54
1503960366,03/05/2016,01:00:00,58
1503960366,03/05/2016,02:00:00,49
1503960366,03/05/2016,03:00:00,57
1503960366,03/05/2016,04:00:00,47
1503960366,03/05/2016,05:00:00,47
1503960366,03/05/2016,06:00:00,50
1503960366,03/05/2016,07:00:00,51
1503960366,03/05/2016,08:00:00,64
1503960366,03/05/2016,09:00:00,114
1503960366,03/05/2016,10:00:00,99
1503960366,03/05/2016,11:00:00,74
1503960366,03/05/2016,12:00:00,81
1503960366,03/05/2016,01:00:00,83
1503960366,03/05/2016,02:00:00,88
1503960366,03/05/2016,03:00:00,136
1503960366,03/05/2016,04:00:00,103
1503960366,03/05/2016,05:00:00,89
1503960366,03/05/2016,06:00:00,191
1503960366,03/05/2016,07:00:00,58
1503960366,03/05/2016,08:00:00,50
1503960366,03/05/2016,09:00:00,109
1503960366,03/05/2016,10:00:00,163
1503960366,03/05/2016,11:00:00,77
1503960366,04/05/2016,12:00:00,79
1503960366,04/05/2016,01:00:00,53
1503960366,04/05/2016,02:00:00,47
1503960366,04/05/2016,03:00:00,47
1503960366,04/05/2016,04:00:00,47
1503960366,04/05/2016,05:00:00,47
1503960366,04/05/2016,06:00:00,47
1503960366,04/05/2016,07:00:00,47
1503960366,04/05/2016,08:00:00,53
1503960366,04/05/2016,09:00:00,125
1503960366,04/05/2016,10:00:00,87
1503960366,04/05/2016,11:00:00,65
1503960366,04/05/2016,12:00:00,75
1503960366,04/05/2016,01:00:00,76
1503960366,04/05/2016,02:00:00,152
1503960366,04/05/2016,03:00:00,65
1503960366,04/05/2016,04:00:00,64
1503960366,04/05/2016,05:00:00,71
1503960366,04/05/2016,06:00:00,145
1503960366,04/05/2016,07:00:00,78
1503960366,04/05/2016,08:00:00,124
1503960366,04/05/2016,09:00:00,110
1503960366,04/05/2016,10:00:00,63
1503960366,04/05/2016,11:00:00,52
1503960366,05/05/2016,12:00:00,56
1503960366,05/05/2016,01:00:00,58
1503960366,05/05/2016,02:00:00,52
1503960366,05/05/2016,03:00:00,47
1503960366,05/05/2016,04:00:00,53
1503960366,05/05/2016,05:00:00,47
1503960366,05/05/2016,06:00:00,49
1503960366,05/05/2016,07:00:00,51
1503960366,05/05/2016,08:00:00,61
1503960366,05/05/2016,09:00:00,131
1503960366,05/05/2016,10:00:00,78
1503960366,05/05/2016,11:00:00,59
1503960366,05/05/2016,12:00:00,75
1503960366,05/05/2016,01:00:00,110
1503960366,05/05/2016,02:00:00,75
1503960366,05/05/2016,03:00:00,72
1503960366,05/05/2016,04:00:00,102
1503960366,05/05/2016,05:00:00,154
1503960366,05/05/2016,06:00:00,95
1503960366,05/05/2016,07:00:00,82
1503960366,05/05/2016,08:00:00,79
1503960366,05/05/2016,09:00:00,219
1503960366,05/05/2016,10:00:00,95
1503960366,05/05/2016,11:00:00,60
1503960366,06/05/2016,12:00:00,68
1503960366,06/05/2016,01:00:00,51
1503960366,06/05/2016,02:00:00,57
1503960366,06/05/2016,03:00:00,47
1503960366,06/05/2016,04:00:00,48
1503960366,06/05/2016,05:00:00,47
1503960366,06/05/2016,06:00:00,48
1503960366,06/05/2016,07:00:00,51
1503960366,06/05/2016,08:00:00,63
1503960366,06/05/2016,09:00:00,134
1503960366,06/05/2016,10:00:00,85
1503960366,06/05/2016,11:00:00,65
1503960366,06/05/2016,12:00:00,72
1503960366,06/05/2016,01:00:00,66
1503960366,06/05/2016,02:00:00,83
1503960366,06/05/2016,03:00:00,104
1503960366,06/05/2016,04:00:00,78
1503960366,06/05/2016,05:00:00,73
1503960366,06/05/2016,06:00:00,127
1503960366,06/05/2016,07:00:00,172
1503960366,06/05/2016,08:00:00,73
1503960366,06/05/2016,09:00:00,83
1503960366,06/05/2016,10:00:00,78
1503960366,06/05/2016,11:00:00,124
1503960366,07/05/2016,12:00:00,65
1503960366,07/05/2016,01:00:00,48
1503960366,07/05/2016,02:00:00,50
1503960366,07/05/2016,03:00:00,47
1503960366,07/05/2016,04:00:00,48
1503960366,07/05/2016,05:00:00,47
1503960366,07/05/2016,06:00:00,47
1503960366,07/05/2016,07:00:00,47
1503960366,07/05/2016,08:00:00,61
1503960366,07/05/2016,09:00:00,59
1503960366,07/05/2016,10:00:00,133
1503960366,07/05/2016,11:00:00,164
1503960366,07/05/2016,12:00:00,62
1503960366,07/05/2016,01:00:00,55
1503960366,07/05/2016,02:00:00,64
1503960366,07/05/2016,03:00:00,65
1503960366,07/05/2016,04:00:00,68
1503960366,07/05/2016,05:00:00,64
1503960366,07/05/2016,06:00:00,71
1503960366,07/05/2016,07:00:00,91
1503960366,07/05/2016,08:00:00,59
1503960366,07/05/2016,09:00:00,140
1503960366,07/05/2016,10:00:00,209
1503960366,07/05/2016,11:00:00,55
1503960366,08/05/2016,12:00:00,62
1503960366,08/05/2016,01:00:00,48
1503960366,08/05/2016,02:00:00,47
1503960366,08/05/2016,03:00:00,47
1503960366,08/05/2016,04:00:00,48
1503960366,08/05/2016,05:00:00,47
1503960366,08/05/2016,06:00:00,48
1503960366,08/05/2016,07:00:00,47
1503960366,08/05/2016,08:00:00,47
1503960366,08/05/2016,09:00:00,47
1503960366,08/05/2016,10:00:00,47
1503960366,08/05/2016,11:00:00,47
1503960366,08/05/2016,12:00:00,85
1503960366,08/05/2016,01:00:00,65
1503960366,08/05/2016,02:00:00,98
1503960366,08/05/2016,03:00:00,68
1503960366,08/05/2016,04:00:00,58
1503960366,08/05/2016,05:00:00,69
1503960366,08/05/2016,06:00:00,261
1503960366,08/05/2016,07:00:00,107
1503960366,08/05/2016,08:00:00,88
1503960366,08/05/2016,09:00:00,101
1503960366,08/05/2016,10:00:00,92
1503960366,08/05/2016,11:00:00,66
1503960366,09/05/2016,12:00:00,60
1503960366,09/05/2016,01:00:00,47
1503960366,09/05/2016,02:00:00,47
1503960366,09/05/2016,03:00:00,47
1503960366,09/05/2016,04:00:00,47
1503960366,09/05/2016,05:00:00,49
1503960366,09/05/2016,06:00:00,81
1503960366,09/05/2016,07:00:00,63
1503960366,09/05/2016,08:00:00,58
1503960366,09/05/2016,09:00:00,58
1503960366,09/05/2016,10:00:00,69
1503960366,09/05/2016,11:00:00,74
1503960366,09/05/2016,12:00:00,79
1503960366,09/05/2016,01:00:00,52
1503960366,09/05/2016,02:00:00,51
1503960366,09/05/2016,03:00:00,53
1503960366,09/05/2016,04:00:00,176
1503960366,09/05/2016,05:00:00,125
1503960366,09/05/2016,06:00:00,90
1503960366,09/05/2016,07:00:00,115
1503960366,09/05/2016,08:00:00,117
1503960366,09/05/2016,09:00:00,168
1503960366,09/05/2016,10:00:00,47
1503960366,09/05/2016,11:00:00,47
1503960366,10/05/2016,12:00:00,47
1503960366,10/05/2016,01:00:00,58
1503960366,10/05/2016,02:00:00,47
1503960366,10/05/2016,03:00:00,47
1503960366,10/05/2016,04:00:00,47
1503960366,10/05/2016,05:00:00,47
1503960366,10/05/2016,06:00:00,47
1503960366,10/05/2016,07:00:00,53
1503960366,10/05/2016,08:00:00,67
1503960366,10/05/2016,09:00:00,118
1503960366,10/05/2016,10:00:00,76
1503960366,10/05/2016,11:00:00,102
1503960366,10/05/2016,12:00:00,63
1503960366,10/05/2016,01:00:00,73
1503960366,10/05/2016,02:00:00,66
1503960366,10/05/2016,03:00:00,101
1503960366,10/05/2016,04:00:00,83
1503960366,10/05/2016,05:00:00,88
1503960366,10/05/2016,06:00:00,160
1503960366,10/05/2016,07:00:00,127
1503960366,10/05/2016,08:00:00,164
1503960366,10/05/2016,09:00:00,77
1503960366,10/05/2016,10:00:00,50
1503960366,10/05/2016,11:00:00,53
1503960366,11/05/2016,12:00:00,72
