Id,Activity_Date,Activity_hour,TotalIntensity,AverageIntensity
1503960366,04/2016/2016,09:00:00 a. m.,13,0.216667
1503960366,04/2016/2016,10:00:00 a. m.,3,0.05
1503960366,04/2016/2016,11:00:00 a. m.,5,0.083333
1503960366,17/04/16,12:00:00 p. m.,0,0
1503960366,17/04/16,01:00:00 a. m.,0,0
1503960366,17/04/16,02:00:00 a. m.,0,0
1503960366,17/04/16,03:00:00 a. m.,1,0.016667
1503960366,17/04/16,04:00:00 a. m.,0,0
1503960366,17/04/16,05:00:00 a. m.,0,0
1503960366,17/04/16,06:00:00 a. m.,0,0
1503960366,17/04/16,07:00:00 a. m.,0,0
1503960366,17/04/16,08:00:00 a. m.,0,0
1503960366,17/04/16,09:00:00 a. m.,0,0
1503960366,17/04/16,10:00:00 a. m.,0,0
1503960366,17/04/16,11:00:00 a. m.,9,0.15
1503960366,17/04/16,12:00:00 p. m.,18,0.3
1503960366,17/04/16,01:00:00 a. m.,23,0.383333
1503960366,17/04/16,02:00:00 a. m.,10,0.166667
1503960366,17/04/16,03:00:00 a. m.,13,0.216667
1503960366,17/04/16,04:00:00 a. m.,2,0.033333
1503960366,17/04/16,05:00:00 a. m.,71,1.183333
1503960366,17/04/16,06:00:00 a. m.,39,0.65
1503960366,17/04/16,07:00:00 a. m.,24,0.4
1503960366,17/04/16,08:00:00 a. m.,87,1.45
1503960366,17/04/16,09:00:00 a. m.,16,0.266667
1503960366,17/04/16,10:00:00 a. m.,5,0.083333
1503960366,17/04/16,11:00:00 a. m.,0,0
1503960366,18/04/16,12:00:00 p. m.,21,0.35
1503960366,18/04/16,01:00:00 a. m.,0,0
1503960366,18/04/16,02:00:00 a. m.,0,0
1503960366,18/04/16,03:00:00 a. m.,0,0
1503960366,18/04/16,04:00:00 a. m.,0,0
1503960366,18/04/16,05:00:00 a. m.,0,0
1503960366,18/04/16,06:00:00 a. m.,0,0
1503960366,18/04/16,07:00:00 a. m.,0,0
1503960366,18/04/16,08:00:00 a. m.,0,0
1503960366,18/04/16,09:00:00 a. m.,39,0.65
1503960366,18/04/16,10:00:00 a. m.,17,0.283333
1503960366,18/04/16,11:00:00 a. m.,15,0.25
1503960366,18/04/16,12:00:00 p. m.,40,0.666667
1503960366,18/04/16,01:00:00 a. m.,9,0.15
1503960366,18/04/16,02:00:00 a. m.,7,0.116667
1503960366,18/04/16,03:00:00 a. m.,14,0.233333
1503960366,18/04/16,04:00:00 a. m.,17,0.283333
1503960366,18/04/16,05:00:00 a. m.,18,0.3
1503960366,18/04/16,06:00:00 a. m.,114,1.9
1503960366,18/04/16,07:00:00 a. m.,30,0.5
1503960366,18/04/16,08:00:00 a. m.,2,0.033333
1503960366,18/04/16,09:00:00 a. m.,11,0.183333
1503960366,18/04/16,10:00:00 a. m.,19,0.316667
1503960366,18/04/16,11:00:00 a. m.,18,0.3
1503960366,19/04/16,12:00:00 p. m.,0,0
1503960366,19/04/16,01:00:00 a. m.,1,0.016667
1503960366,19/04/16,02:00:00 a. m.,0,0
1503960366,19/04/16,03:00:00 a. m.,2,0.033333
1503960366,19/04/16,04:00:00 a. m.,0,0
1503960366,19/04/16,05:00:00 a. m.,0,0
1503960366,19/04/16,06:00:00 a. m.,1,0.016667
1503960366,19/04/16,07:00:00 a. m.,19,0.316667
1503960366,19/04/16,08:00:00 a. m.,38,0.633333
1503960366,19/04/16,09:00:00 a. m.,16,0.266667
1503960366,19/04/16,10:00:00 a. m.,16,0.266667
1503960366,19/04/16,11:00:00 a. m.,13,0.216667
1503960366,19/04/16,12:00:00 p. m.,61,1.016667
1503960366,19/04/16,01:00:00 a. m.,65,1.083333
1503960366,19/04/16,02:00:00 a. m.,12,0.2
1503960366,19/04/16,03:00:00 a. m.,12,0.2
1503960366,19/04/16,04:00:00 a. m.,9,0.15
1503960366,19/04/16,05:00:00 a. m.,13,0.216667
1503960366,19/04/16,06:00:00 a. m.,30,0.5
1503960366,19/04/16,07:00:00 a. m.,31,0.516667
1503960366,19/04/16,08:00:00 a. m.,69,1.15
1503960366,19/04/16,09:00:00 a. m.,16,0.266667
1503960366,19/04/16,10:00:00 a. m.,4,0.066667
1503960366,19/04/16,11:00:00 a. m.,48,0.8
1503960366,20/04/16,12:00:00 p. m.,2,0.033333
1503960366,20/04/16,01:00:00 a. m.,2,0.033333
1503960366,20/04/16,02:00:00 a. m.,0,0
1503960366,20/04/16,03:00:00 a. m.,0,0
1503960366,20/04/16,04:00:00 a. m.,0,0
1503960366,20/04/16,05:00:00 a. m.,0,0
1503960366,20/04/16,06:00:00 a. m.,0,0
1503960366,20/04/16,07:00:00 a. m.,3,0.05
1503960366,20/04/16,08:00:00 a. m.,14,0.233333
1503960366,20/04/16,09:00:00 a. m.,50,0.833333
1503960366,20/04/16,10:00:00 a. m.,13,0.216667
1503960366,20/04/16,11:00:00 a. m.,1,0.016667
1503960366,20/04/16,12:00:00 p. m.,8,0.133333
1503960366,20/04/16,01:00:00 a. m.,5,0.083333
1503960366,20/04/16,02:00:00 a. m.,39,0.65
1503960366,20/04/16,03:00:00 a. m.,21,0.35
1503960366,20/04/16,04:00:00 a. m.,11,0.183333
1503960366,20/04/16,05:00:00 a. m.,2,0.033333
1503960366,20/04/16,06:00:00 a. m.,32,0.533333
1503960366,20/04/16,07:00:00 a. m.,36,0.6
1503960366,20/04/16,08:00:00 a. m.,12,0.2
1503960366,20/04/16,09:00:00 a. m.,22,0.366667
1503960366,20/04/16,10:00:00 a. m.,7,0.116667
1503960366,20/04/16,11:00:00 a. m.,33,0.55
1503960366,21/04/16,12:00:00 p. m.,2,0.033333
1503960366,21/04/16,01:00:00 a. m.,8,0.133333
1503960366,21/04/16,02:00:00 a. m.,5,0.083333
1503960366,21/04/16,03:00:00 a. m.,0,0
1503960366,21/04/16,04:00:00 a. m.,0,0
1503960366,21/04/16,05:00:00 a. m.,0,0
1503960366,21/04/16,06:00:00 a. m.,0,0
1503960366,21/04/16,07:00:00 a. m.,3,0.05
1503960366,21/04/16,08:00:00 a. m.,15,0.25
1503960366,21/04/16,09:00:00 a. m.,26,0.433333
1503960366,21/04/16,10:00:00 a. m.,16,0.266667
1503960366,21/04/16,11:00:00 a. m.,0,0
1503960366,21/04/16,12:00:00 p. m.,11,0.183333
1503960366,21/04/16,01:00:00 a. m.,25,0.416667
1503960366,21/04/16,02:00:00 a. m.,2,0.033333
1503960366,21/04/16,03:00:00 a. m.,8,0.133333
1503960366,21/04/16,04:00:00 a. m.,4,0.066667
1503960366,21/04/16,05:00:00 a. m.,5,0.083333
1503960366,21/04/16,06:00:00 a. m.,9,0.15
1503960366,21/04/16,07:00:00 a. m.,8,0.133333
1503960366,21/04/16,08:00:00 a. m.,92,1.533333
1503960366,21/04/16,09:00:00 a. m.,21,0.35
1503960366,21/04/16,10:00:00 a. m.,9,0.15
1503960366,21/04/16,11:00:00 a. m.,15,0.25
1503960366,22/04/16,12:00:00 p. m.,0,0
1503960366,22/04/16,01:00:00 a. m.,0,0
1503960366,22/04/16,02:00:00 a. m.,0,0
1503960366,22/04/16,03:00:00 a. m.,0,0
1503960366,22/04/16,04:00:00 a. m.,0,0
1503960366,22/04/16,05:00:00 a. m.,0,0
1503960366,22/04/16,06:00:00 a. m.,0,0
1503960366,22/04/16,07:00:00 a. m.,0,0
1503960366,22/04/16,08:00:00 a. m.,0,0
1503960366,22/04/16,09:00:00 a. m.,13,0.216667
1503960366,22/04/16,10:00:00 a. m.,2,0.033333
1503960366,22/04/16,11:00:00 a. m.,34,0.566667
1503960366,22/04/16,12:00:00 p. m.,2,0.033333
1503960366,22/04/16,01:00:00 a. m.,4,0.066667
1503960366,22/04/16,02:00:00 a. m.,0,0
1503960366,22/04/16,03:00:00 a. m.,10,0.166667
1503960366,22/04/16,04:00:00 a. m.,4,0.066667
1503960366,22/04/16,05:00:00 a. m.,18,0.3
1503960366,22/04/16,06:00:00 a. m.,23,0.383333
1503960366,22/04/16,07:00:00 a. m.,16,0.266667
1503960366,22/04/16,08:00:00 a. m.,13,0.216667
1503960366,22/04/16,09:00:00 a. m.,159,2.65
1503960366,22/04/16,10:00:00 a. m.,30,0.5
1503960366,22/04/16,11:00:00 a. m.,54,0.9
1503960366,23/04/16,12:00:00 p. m.,9,0.15
1503960366,23/04/16,01:00:00 a. m.,0,0
1503960366,23/04/16,02:00:00 a. m.,1,0.016667
1503960366,23/04/16,03:00:00 a. m.,0,0
1503960366,23/04/16,04:00:00 a. m.,0,0
1503960366,23/04/16,05:00:00 a. m.,0,0
1503960366,23/04/16,06:00:00 a. m.,2,0.033333
1503960366,23/04/16,07:00:00 a. m.,0,0
1503960366,23/04/16,08:00:00 a. m.,8,0.133333
1503960366,23/04/16,09:00:00 a. m.,17,0.283333
1503960366,23/04/16,10:00:00 a. m.,4,0.066667
1503960366,23/04/16,11:00:00 a. m.,11,0.183333
1503960366,23/04/16,12:00:00 p. m.,49,0.816667
1503960366,23/04/16,01:00:00 a. m.,51,0.85
1503960366,23/04/16,02:00:00 a. m.,20,0.333333
1503960366,23/04/16,03:00:00 a. m.,15,0.25
1503960366,23/04/16,04:00:00 a. m.,52,0.866667
1503960366,23/04/16,05:00:00 a. m.,26,0.433333
1503960366,23/04/16,06:00:00 a. m.,66,1.1
1503960366,23/04/16,07:00:00 a. m.,2,0.033333
1503960366,23/04/16,08:00:00 a. m.,9,0.15
1503960366,23/04/16,09:00:00 a. m.,54,0.9
1503960366,23/04/16,10:00:00 a. m.,25,0.416667
1503960366,23/04/16,11:00:00 a. m.,6,0.1
1503960366,24/04/16,12:00:00 p. m.,10,0.166667
1503960366,24/04/16,01:00:00 a. m.,2,0.033333
1503960366,24/04/16,02:00:00 a. m.,0,0
1503960366,24/04/16,03:00:00 a. m.,0,0
1503960366,24/04/16,04:00:00 a. m.,1,0.016667
1503960366,24/04/16,05:00:00 a. m.,0,0
1503960366,24/04/16,06:00:00 a. m.,1,0.016667
1503960366,24/04/16,07:00:00 a. m.,0,0
1503960366,24/04/16,08:00:00 a. m.,1,0.016667
1503960366,24/04/16,09:00:00 a. m.,8,0.133333
1503960366,24/04/16,10:00:00 a. m.,26,0.433333
1503960366,24/04/16,11:00:00 a. m.,12,0.2
1503960366,24/04/16,12:00:00 p. m.,12,0.2
1503960366,24/04/16,01:00:00 a. m.,12,0.2
1503960366,24/04/16,02:00:00 a. m.,1,0.016667
1503960366,24/04/16,03:00:00 a. m.,2,0.033333
1503960366,24/04/16,04:00:00 a. m.,29,0.483333
1503960366,24/04/16,05:00:00 a. m.,25,0.416667
1503960366,24/04/16,06:00:00 a. m.,40,0.666667
1503960366,24/04/16,07:00:00 a. m.,131,2.183333
1503960366,24/04/16,08:00:00 a. m.,18,0.3
1503960366,24/04/16,09:00:00 a. m.,17,0.283333
1503960366,24/04/16,10:00:00 a. m.,7,0.116667
1503960366,24/04/16,11:00:00 a. m.,10,0.166667
1503960366,25/04/16,12:00:00 p. m.,8,0.133333
1503960366,25/04/16,01:00:00 a. m.,3,0.05
1503960366,25/04/16,02:00:00 a. m.,6,0.1
1503960366,25/04/16,03:00:00 a. m.,0,0
1503960366,25/04/16,04:00:00 a. m.,2,0.033333
1503960366,25/04/16,05:00:00 a. m.,1,0.016667
1503960366,25/04/16,06:00:00 a. m.,0,0
1503960366,25/04/16,07:00:00 a. m.,3,0.05
1503960366,25/04/16,08:00:00 a. m.,22,0.366667
1503960366,25/04/16,09:00:00 a. m.,46,0.766667
1503960366,25/04/16,10:00:00 a. m.,12,0.2
1503960366,25/04/16,11:00:00 a. m.,24,0.4
1503960366,25/04/16,12:00:00 p. m.,19,0.316667
1503960366,25/04/16,01:00:00 a. m.,13,0.216667
1503960366,25/04/16,02:00:00 a. m.,5,0.083333
1503960366,25/04/16,03:00:00 a. m.,13,0.216667
1503960366,25/04/16,04:00:00 a. m.,10,0.166667
1503960366,25/04/16,05:00:00 a. m.,8,0.133333
1503960366,25/04/16,06:00:00 a. m.,6,0.1
1503960366,25/04/16,07:00:00 a. m.,86,1.433333
1503960366,25/04/16,08:00:00 a. m.,30,0.5
1503960366,25/04/16,09:00:00 a. m.,132,2.2
1503960366,25/04/16,10:00:00 a. m.,11,0.183333
1503960366,25/04/16,11:00:00 a. m.,3,0.05
1503960366,26/04/16,12:00:00 p. m.,4,0.066667
1503960366,26/04/16,01:00:00 a. m.,11,0.183333
1503960366,26/04/16,02:00:00 a. m.,0,0
1503960366,26/04/16,03:00:00 a. m.,11,0.183333
1503960366,26/04/16,04:00:00 a. m.,0,0
1503960366,26/04/16,05:00:00 a. m.,1,0.016667
1503960366,26/04/16,06:00:00 a. m.,0,0
1503960366,26/04/16,07:00:00 a. m.,3,0.05
1503960366,26/04/16,08:00:00 a. m.,13,0.216667
1503960366,26/04/16,09:00:00 a. m.,31,0.516667
1503960366,26/04/16,10:00:00 a. m.,22,0.366667
1503960366,26/04/16,11:00:00 a. m.,17,0.283333
1503960366,26/04/16,12:00:00 p. m.,10,0.166667
1503960366,26/04/16,01:00:00 a. m.,42,0.7
1503960366,26/04/16,02:00:00 a. m.,60,1
1503960366,26/04/16,03:00:00 a. m.,9,0.15
1503960366,26/04/16,04:00:00 a. m.,22,0.366667
1503960366,26/04/16,05:00:00 a. m.,5,0.083333
1503960366,26/04/16,06:00:00 a. m.,72,1.2
1503960366,26/04/16,07:00:00 a. m.,15,0.25
1503960366,26/04/16,08:00:00 a. m.,26,0.433333
1503960366,26/04/16,09:00:00 a. m.,14,0.233333
1503960366,26/04/16,10:00:00 a. m.,9,0.15
1503960366,26/04/16,11:00:00 a. m.,21,0.35
1503960366,27/04/16,12:00:00 p. m.,10,0.166667
1503960366,27/04/16,01:00:00 a. m.,5,0.083333
1503960366,27/04/16,02:00:00 a. m.,2,0.033333
1503960366,27/04/16,03:00:00 a. m.,0,0
1503960366,27/04/16,04:00:00 a. m.,0,0
1503960366,27/04/16,05:00:00 a. m.,0,0
1503960366,27/04/16,06:00:00 a. m.,0,0
1503960366,27/04/16,07:00:00 a. m.,0,0
1503960366,27/04/16,08:00:00 a. m.,0,0
1503960366,27/04/16,09:00:00 a. m.,33,0.55
1503960366,27/04/16,10:00:00 a. m.,27,0.45
1503960366,27/04/16,11:00:00 a. m.,23,0.383333
1503960366,27/04/16,12:00:00 p. m.,12,0.2
1503960366,27/04/16,01:00:00 a. m.,13,0.216667
1503960366,27/04/16,02:00:00 a. m.,35,0.583333
1503960366,27/04/16,03:00:00 a. m.,6,0.1
1503960366,27/04/16,04:00:00 a. m.,7,0.116667
1503960366,27/04/16,05:00:00 a. m.,13,0.216667
1503960366,27/04/16,06:00:00 a. m.,73,1.216667
1503960366,27/04/16,07:00:00 a. m.,150,2.5
1503960366,27/04/16,08:00:00 a. m.,70,1.166667
1503960366,27/04/16,09:00:00 a. m.,20,0.333333
1503960366,27/04/16,10:00:00 a. m.,0,0
1503960366,27/04/16,11:00:00 a. m.,0,0
1503960366,28/04/16,12:00:00 p. m.,0,0
1503960366,28/04/16,01:00:00 a. m.,10,0.166667
1503960366,28/04/16,02:00:00 a. m.,0,0
1503960366,28/04/16,03:00:00 a. m.,0,0
1503960366,28/04/16,04:00:00 a. m.,0,0
1503960366,28/04/16,05:00:00 a. m.,0,0
1503960366,28/04/16,06:00:00 a. m.,0,0
1503960366,28/04/16,07:00:00 a. m.,1,0.016667
1503960366,28/04/16,08:00:00 a. m.,11,0.183333
1503960366,28/04/16,09:00:00 a. m.,38,0.633333
1503960366,28/04/16,10:00:00 a. m.,19,0.316667
1503960366,28/04/16,11:00:00 a. m.,10,0.166667
1503960366,28/04/16,12:00:00 p. m.,16,0.266667
1503960366,28/04/16,01:00:00 a. m.,33,0.55
1503960366,28/04/16,02:00:00 a. m.,47,0.783333
1503960366,28/04/16,03:00:00 a. m.,5,0.083333
1503960366,28/04/16,04:00:00 a. m.,10,0.166667
1503960366,28/04/16,05:00:00 a. m.,11,0.183333
1503960366,28/04/16,06:00:00 a. m.,56,0.933333
1503960366,28/04/16,07:00:00 a. m.,1,0.016667
1503960366,28/04/16,08:00:00 a. m.,50,0.833333
1503960366,28/04/16,09:00:00 a. m.,21,0.35
1503960366,28/04/16,10:00:00 a. m.,2,0.033333
1503960366,28/04/16,11:00:00 a. m.,48,0.8
1503960366,29/04/16,12:00:00 p. m.,9,0.15
1503960366,29/04/16,01:00:00 a. m.,0,0
1503960366,29/04/16,02:00:00 a. m.,4,0.066667
1503960366,29/04/16,03:00:00 a. m.,0,0
1503960366,29/04/16,04:00:00 a. m.,0,0
1503960366,29/04/16,05:00:00 a. m.,0,0
1503960366,29/04/16,06:00:00 a. m.,0,0
1503960366,29/04/16,07:00:00 a. m.,3,0.05
1503960366,29/04/16,08:00:00 a. m.,13,0.216667
1503960366,29/04/16,09:00:00 a. m.,33,0.55
1503960366,29/04/16,10:00:00 a. m.,4,0.066667
1503960366,29/04/16,11:00:00 a. m.,4,0.066667
1503960366,29/04/16,12:00:00 p. m.,6,0.1
1503960366,29/04/16,01:00:00 a. m.,6,0.1
1503960366,29/04/16,02:00:00 a. m.,56,0.933333
1503960366,29/04/16,03:00:00 a. m.,23,0.383333
1503960366,29/04/16,04:00:00 a. m.,10,0.166667
1503960366,29/04/16,05:00:00 a. m.,9,0.15
1503960366,29/04/16,06:00:00 a. m.,5,0.083333
1503960366,29/04/16,07:00:00 a. m.,11,0.183333
1503960366,29/04/16,08:00:00 a. m.,16,0.266667
1503960366,29/04/16,09:00:00 a. m.,20,0.333333
1503960366,29/04/16,10:00:00 a. m.,27,0.45
1503960366,29/04/16,11:00:00 a. m.,56,0.933333
1503960366,30/04/16,12:00:00 p. m.,1,0.016667
1503960366,30/04/16,01:00:00 a. m.,7,0.116667
1503960366,30/04/16,02:00:00 a. m.,0,0
1503960366,30/04/16,03:00:00 a. m.,1,0.016667
1503960366,30/04/16,04:00:00 a. m.,0,0
1503960366,30/04/16,05:00:00 a. m.,0,0
1503960366,30/04/16,06:00:00 a. m.,0,0
1503960366,30/04/16,07:00:00 a. m.,0,0
1503960366,30/04/16,08:00:00 a. m.,3,0.05
1503960366,30/04/16,09:00:00 a. m.,11,0.183333
1503960366,30/04/16,10:00:00 a. m.,17,0.283333
1503960366,30/04/16,11:00:00 a. m.,7,0.116667
1503960366,30/04/16,12:00:00 p. m.,4,0.066667
1503960366,30/04/16,01:00:00 a. m.,11,0.183333
1503960366,30/04/16,02:00:00 a. m.,22,0.366667
1503960366,30/04/16,03:00:00 a. m.,26,0.433333
1503960366,30/04/16,04:00:00 a. m.,99,1.65
1503960366,30/04/16,05:00:00 a. m.,55,0.916667
1503960366,30/04/16,06:00:00 a. m.,71,1.183333
1503960366,30/04/16,07:00:00 a. m.,4,0.066667
1503960366,30/04/16,08:00:00 a. m.,5,0.083333
1503960366,30/04/16,09:00:00 a. m.,22,0.366667
1503960366,30/04/16,10:00:00 a. m.,47,0.783333
1503960366,30/04/16,11:00:00 a. m.,28,0.466667
1503960366,01/05/16,12:00:00 p. m.,9,0.15
1503960366,01/05/16,01:00:00 a. m.,8,0.133333
1503960366,01/05/16,02:00:00 a. m.,2,0.033333
1503960366,01/05/16,03:00:00 a. m.,1,0.016667
1503960366,01/05/16,04:00:00 a. m.,0,0
1503960366,01/05/16,05:00:00 a. m.,0,0
1503960366,01/05/16,06:00:00 a. m.,0,0
1503960366,01/05/16,07:00:00 a. m.,3,0.05
1503960366,01/05/16,08:00:00 a. m.,6,0.1
1503960366,01/05/16,09:00:00 a. m.,12,0.2
1503960366,01/05/16,10:00:00 a. m.,6,0.1
1503960366,01/05/16,11:00:00 a. m.,10,0.166667
1503960366,01/05/16,12:00:00 p. m.,10,0.166667
1503960366,01/05/16,01:00:00 a. m.,5,0.083333
1503960366,01/05/16,02:00:00 a. m.,25,0.416667
1503960366,01/05/16,03:00:00 a. m.,21,0.35
1503960366,01/05/16,04:00:00 a. m.,23,0.383333
1503960366,01/05/16,05:00:00 a. m.,33,0.55
1503960366,01/05/16,06:00:00 a. m.,70,1.166667
1503960366,01/05/16,07:00:00 a. m.,14,0.233333
1503960366,01/05/16,08:00:00 a. m.,6,0.1
1503960366,01/05/16,09:00:00 a. m.,25,0.416667
1503960366,01/05/16,10:00:00 a. m.,50,0.833333
1503960366,01/05/16,11:00:00 a. m.,76,1.266667
1503960366,02/05/16,12:00:00 p. m.,0,0
1503960366,02/05/16,01:00:00 a. m.,7,0.116667
1503960366,02/05/16,02:00:00 a. m.,0,0
1503960366,02/05/16,03:00:00 a. m.,1,0.016667
1503960366,02/05/16,04:00:00 a. m.,0,0
1503960366,02/05/16,05:00:00 a. m.,0,0
1503960366,02/05/16,06:00:00 a. m.,0,0
1503960366,02/05/16,07:00:00 a. m.,3,0.05
1503960366,02/05/16,08:00:00 a. m.,12,0.2
1503960366,02/05/16,09:00:00 a. m.,30,0.5
1503960366,02/05/16,10:00:00 a. m.,19,0.316667
1503960366,02/05/16,11:00:00 a. m.,16,0.266667
1503960366,02/05/16,12:00:00 p. m.,64,1.066667
1503960366,02/05/16,01:00:00 a. m.,21,0.35
